15.974,10.472,4.2454,8.7428,4.2933,8.752,4.1492,5.7602,8.5398,8.8305,3.5468,8.3453,14.792,2.6989,10.612,6.4264,10.336,2.7439,16.244,3.3448,4.4537,7.5429,11.983,8.0783,1.8973,17.953,13.698,4.879,1.0811,1.2752,1.2942,1.8674,7.2316,5.2228,9.2422,7.3387,6.8821,24.464,12.79,6.0802,12.518,11.545,9.2502,9.9977,20.075,16.801,5.3748,7.9019,14.682,14.403,7.2512,6.8924,13.257,14.729,10.345,8.356,14.265,2.5262,12.32,8.3083,12.641,7.9764,11.11,14.517,18.612,15.368,16.204,6.7876,8.736,2.954,9.7677,16.746,13.226,6.8507,13.917,4.9048,8.9374,7.7338,2.044,10.46,12.531,15.898,10.202,9.5489,6.7839,18.677,9.619,6.6052,7.0092,10.78,16.512,15.609,10.302,21.582,4.4157,9.2378,14.557,3.8682,7.5051,10.678,16.636,8.7676,3.703,5.164,11.025,16.452,16.075,16.285,15.208,18.196,21.374,8.4014,13.294,19.933,10.084,6.8864,16.525,1.7011,12.878,7.8483,17.631,6.8731,10.578,12.392,22.167,8.6975,18.59,4.9695,13.38,10.205,18.153,6.1536,9.7094,12.042,15.986,18.238,15.781,16.694,4.2618,4.5155,12.35,24.735,25.202,16.23,4.9082,9.4008,11.262,17.223,12.82,31.312,8.4542,2.7823,8.7638,5.4632,22.616,20.2,19.431,18.027,4.2436,13.059,14.564,9.8443,4.2383,13.59,4.4468,18.944,3.3987,7.9583,19.05,1.1861,12.722,9.5318,10.15,20.339,6.9286,10.738,5.9108,12.397,1.5245,19.009,9.3697,14.789,17.174,0.96167,16.856,21.703,5.5644,2.0209,20.018,1.9774,12.86,16.674,14.526,16.214,6.2517,11.667,12.135,26.512,14.179,14.079,8.2858,7.0177,4.958,6.6871,8.1016,4.4299,10.775,13.306,11.851,10.423,1.996,5.2432,9.4626,12.938,3.9296,15.857,5.5418,12.975,6.8381,3.16,3.114,8.4041,9.6042,9.3368,7.5108,3.2724,2.0921,13.215,4.8046,11.845,8.563,9.2537,8.7436,1.8568,4.868,3.9694,11.465,9.5134,5.0352,2.8571,9.8447,7.3602,5.6447,2.2143,2.2088,8.9899,6.6202,5.7606,2.9823,3.4947,7.9353,14.953,5.2083,4.4119,3.6498,14.4
10.174,9.3922,12.853,19.264,12.217,7.6495,11.527,5.6811,6.2937,9.4876,4.3663,6.2755,7.0026,11.453,12.689,9.3996,12.292,5.986,10.052,3.1083,7.6327,11.039,4.9642,8.4752,4.0168,6.6903,18.148,6.843,8.4016,7.3342,3.9203,9.0702,4.8308,9.6751,7.3025,17.579,3.3173,6.6361,13.439,17.327,4.2418,8.3181,5.7614,12.017,2.44,1.6325,5.2416,1.4567,12.28,8.5629,13.374,16.435,8.4248,4.422,8.6371,6.9353,15.657,16.231,5.5674,2.6283,6.7375,12.526,3.8113,10.035,15.323,8.3655,1.049,5.336,14.714,8.7829,4.9639,11.599,9.4171,21.088,7.1366,22.477,11.867,12.749,9.7178,7.3924,9.0614,11.58,15.138,26.714,5.8619,7.9115,6.6201,13.721,2.9929,9.1563,10.333,7.0608,9.0032,3.467,7.5967,16.927,3.7579,15.527,12.922,5.2578,17.056,4.6147,23.91,23.284,14.383,3.9523,26.329,10.369,15.28,12.336,6.4415,14.233,7.3935,14.996,18.753,14.763,5.0713,17.296,22.495,7.1258,13.278,8.4047,10.555,27.728,14.291,9.5521,16.847,22.175,1.6597,14.873,8.004,5.8957,22.613,4.9331,15.639,15.095,3.7659,8.5585,4.0896,13.776,7.3897,6.8609,16.851,22.003,17.984,19.402,15.165,3.9801,1.8486,8.0882,8.37,9.3726,11.04,13.298,15.07,10.96,13.56,13.506,18.833,13.725,22.484,14.293,10.426,5.2526,14.393,16.015,20.419,10.977,1.4481,8.0264,15.464,11.484,21.011,12.626,16.187,11.007,22.343,14.425,33.11,7.6571,15.031,7.1695,17.089,5.0595,16.9,14.35,11.667,11.121,13.707,11.776,17.595,10.715,6.5079,15.819,15.417,6.3922,9.1206,8.9671,3.161,13.101,22.707,5.9222,9.7113,9.372,6.7925,5.9726,6.1004,9.814,27.967,2.321,8.0457,15.028,8.9814,17.068,5.3772,8.2418,7.6902,9.7409,7.9751,4.8314,9.0313,12.16,0.80649,4.5713,4.3966,0.9025,4.5421,10.786,10.926,11.764,7.234,14.133,4.7845,9.2796,7.6802,4.0618,10.421,8.2111,5.1605,11.508,9.4825,4.7096,14.525,4.2584,6.5927,3.7564,8.2269,3.0107,14.491,5.2633,12.953,13.407,1.4257,11.006,2.5822,5.3709
10.317,17.879,5.4504,13.719,15.117,7.8625,5.0613,3.3331,5.1501,8.0512,9.2203,8.4895,15.809,12.283,1.0861,3.8899,8.5888,6.8483,1.9898,10.93,7.5005,13.23,7.6422,2.5024,4.1207,2.4217,7.7356,13.392,8.8275,6.2128,5.3257,7.533,16.936,13.485,8.7213,0.56265,17.172,5.4799,8.7899,3.8178,6.2388,7.6453,5.2373,10.285,19.243,11.045,6.9884,29.997,1.8155,5.4719,3.44,9.5302,7.397,9.0658,4.3171,12.53,8.7429,8.124,21.562,2.194,14.462,9.5547,13.727,15.359,7.06,4.1081,6.0885,12.846,7.6328,8.2369,11.206,12.74,12.506,4.9352,10.243,5.122,11.278,6.1844,14.15,11.035,5.3789,13.07,8.6353,20.646,4.2734,2.5533,3.8007,21.484,9.0054,7.4217,13.803,13.671,20.923,14.179,14.979,14.641,24.934,9.4544,21.729,5.7161,7.4062,19.054,14.111,15.96,20.644,12.256,15.901,0.5444,9.8036,22.682,18.686,7.0751,7.864,11.545,11.139,22.594,8.4932,15.871,5.5583,10.019,0.84514,8.3796,14.18,32.354,6.4366,19.171,18.377,24.533,22.069,5.1206,5.6869,10.353,4.1575,15.992,25.985,13.911,13.7,15.785,13.933,17.347,14.058,12.995,28.694,22.197,18.029,12.194,17.509,8.4243,6.0916,6.195,14.146,11.847,6.7605,8.1409,2.7462,13.083,9.1946,12.226,16.659,4.3499,14.036,17.579,14.836,1.8752,14.363,5.1108,18.896,1.5263,15.548,14.694,17.515,6.0762,10.813,5.3491,0.87885,9.1871,2.7953,19.204,15.058,6.1098,16.393,6.7386,12.936,13.031,7.5857,11.095,13.499,13.42,16.529,9.6229,13.048,6.7539,6.4487,12.41,11.17,15.728,5.8132,10.118,4.4792,8.2941,15.899,9.3036,13.234,15.039,8.4383,16.729,4.369,7.2318,7.9853,15.731,7.8053,8.8085,9.1982,14.577,10.418,11.116,6.16,10.201,5.7938,8.8925,14.58,5.4539,12.198,8.8218,3.5125,11.798,8.7305,6.0238,11.605,1.7073,13.123,11.006,5.1081,14.185,2.4649,8.6329,3.7551,3.6882,3.852,10.691,4.4638,26.195,11.316,8.4614,12.749,4.5307,4.684,4.6054,11.13,5.0427,16.191,8.8644,19.788,4.3882,8.8438,5.6286
3.1541,7.376,6.5998,2.2762,14.979,2.1974,6.5423,6.2936,8.2566,10.684,9.601,23.842,4.1343,5.3563,10.289,9.4577,11.222,10.108,13.482,4.8392,8.306,7.135,5.8997,9.5626,10.351,8.0135,11.835,7.6926,6.2729,9.1604,8.7894,6.0445,7.0544,6.639,2.3977,3.0983,4.7451,14.744,4.8217,9.6492,6.4098,4.2373,14.095,14.545,1.4509,5.874,1.2658,8.9211,11.896,9.7487,9.9401,7.9865,6.8605,6.394,1.0978,5.7521,7.1594,8.6875,8.8382,10.932,17.566,4.4906,8.8128,4.6664,9.0691,6.6394,5.0571,5.8425,7.7117,22.228,2.6861,15.754,6.845,10.041,5.361,3.9572,24.754,16.908,3.5677,9.7644,7.6498,6.1289,12.591,2.7326,10.524,4.957,24.777,6.8074,18.019,10.008,12.831,13.828,15.467,22.229,6.7344,8.1077,25.287,2.3092,15.221,15.307,17.164,9.6508,13.715,12.305,10.154,16.876,21.953,16.739,14.385,19.394,29.91,9.9294,9.4178,14.698,17.048,1.1954,21.788,23.886,14.483,1.355,3.9209,9.1237,25.911,17.959,7.368,2.6012,16.485,10.334,2.0801,10.732,8.9426,6.3974,7.212,7.5658,4.3977,12.553,7.0851,21.09,2.383,15.501,11.212,4.1458,29.342,7.5315,4.3405,2.9022,7.7263,4.2396,15.746,7.0904,25.216,12.734,16.847,14.701,26.169,9.4978,10.879,18.245,13.212,10.084,7.1155,12.032,11.772,19.361,14.448,9.1787,10.503,16.451,10.626,3.8468,12.754,18.295,5.0768,6.0999,12.353,9.3187,12.54,7.1712,11.845,9.6928,11.064,11.482,17.321,17.826,22.416,17.778,2.6979,10.302,10.339,11.302,12.425,10.92,7.5469,7.4648,6.6169,13.773,20.369,8.6745,16.406,4.5024,10.87,12.214,5.4629,8.0936,5.1345,18.899,11.982,10.683,2.455,7.102,8.0323,4.0031,20.485,14.645,2.8402,8.7417,19.986,3.8545,5.0943,5.7479,8.8013,3.9901,14.634,12.561,11.173,5.1884,22.199,11.462,9.6501,8.4845,2.4159,10.777,3.4246,8.6689,10.985,13.302,8.4133,2.8151,2.5247,10.005,10.811,3.7893,18.524,11.207,11.763,9.2822,0.67907,7.7176,2.5471,7.5302,3.0975,7.7854,9.49,3.7559,8.9198,6.744
10.182,8.0396,18.259,2.8057,7.4574,4.349,8.9345,12.749,5.4664,6.6962,9.156,10.84,3.8081,7.8954,5.3835,4.7779,8.2971,7.9534,8.4881,4.7687,6.6989,5.3103,7.4097,6.3866,6.8569,12.732,13.422,8.9583,7.7433,13.628,1.8688,3.1144,15.387,2.2853,15.322,14.141,8.3314,14.051,4.3333,10.737,12.773,14.738,4.0536,9.8557,13.754,6.6776,2.9674,3.7113,8.4406,9.7177,12.861,4.0473,13.427,8.0681,13.112,8.8463,4.7831,4.8213,14.057,12.809,11.246,7.918,8.2169,4.2647,15.228,8.7044,10.899,6.505,6.8238,12.855,6.1385,9.3176,15.305,9.8442,1.2495,3.1409,10.706,4.9896,3.3555,15.06,7.2593,6.1196,3.0492,21.678,21.447,16.153,21.735,9.6269,9.5595,6.1808,10.335,26.438,14.606,23.653,6.1283,26.647,12.711,5.5635,7.3934,0.8678,4.2868,12.43,9.9429,13.818,15.419,8.8408,10.276,11.006,19.132,7.3581,9.2064,21.142,14.485,9.1617,9.2783,12.207,18.494,14.531,11.054,15.519,21.507,10.165,9.9242,8.0291,8.5807,14.211,6.4012,13.449,18.844,13.45,2.7572,10.315,9.6922,17.258,5.5346,9.2128,14.356,19.222,15.647,9.8889,8.0647,11.673,8.0995,21.638,21.866,5.9977,7.2183,14.399,22.157,17.1,16.803,5.9793,19.058,9.8226,22.276,12.238,16.509,11.316,7.1531,13.737,15.125,6.6828,23.198,1.9828,11.712,8.9303,11.659,4.3688,3.8862,19.657,14.404,12.984,2.5942,7.433,14.972,1.3553,13.031,19.783,19.692,7.3167,7.2696,6.4926,5.1353,16.787,3.9836,13.859,15.872,11.166,4.2425,20.994,6.6777,5.995,3.4698,9.7859,14.338,21.207,9.4583,5.8564,6.6473,10.989,2.9465,9.9879,3.3956,4.8167,2.1212,8.179,15.731,6.5356,9.8616,5.3898,12.34,2.6375,15.23,7.0714,7.8571,4.2201,1.3474,5.7609,1.0344,8.1564,6.1149,7.0141,7.4257,2.1975,14.757,7.8077,7.8779,4.304,7.3091,4.9866,4.2647,5.0071,6.1381,3.9807,18.891,2.3414,15.856,5.8659,8.1925,1.6397,4.2308,6.1326,8.6955,3.7672,3.7086,5.0207,5.9786,12.766,0.86613,10.14,8.3088,3.6078,3.3501,13.445,5.2272,2.412
1.6397,7.1032,11.946,19.162,4.401,6.4541,5.9975,11.874,3.7364,11.22,6.6964,5.7362,3.5924,9.4302,12.888,10.322,11.276,6.5781,10.611,16.752,8.8105,2.2938,6.2371,0.34092,6.7146,6.8044,15.791,8.1965,7.5308,6.667,4.196,2.0015,11.814,5.9947,12.841,5.1148,13.534,5.8067,4.7237,17.02,4.7832,6.4563,5.5222,7.1202,7.5832,5.8717,14.205,15.714,2.7318,7.6677,13.906,9.9874,9.738,14.256,8.4172,3.7934,19.588,12.519,15.984,5.3303,3.835,18.27,2.5772,21.096,1.7477,18.03,9.1682,6.2627,16.732,2.8717,12.195,10.02,8.0274,16.964,30.105,7.1636,9.801,8.5941,11.905,20.478,22.552,24.528,7.9845,13.296,8.0769,13.453,12.911,7.4388,6.0305,16.191,15.889,5.6952,6.426,15.4,23.571,6.7891,27.494,12.194,17.239,11.472,5.1757,8.8258,12.77,8.8841,24.523,12.249,12.769,13.006,11.238,9.204,29.106,14.937,7.9948,16.339,9.6403,3.3793,7.2368,8.6121,12.148,6.3144,13.586,32.021,14.551,1.7196,14.866,13.568,22.216,14.657,1.9658,5.2061,6.4456,10.033,8.0441,5.7567,5.9117,11.805,3.5768,14.312,15.593,6.6077,5.584,0.45071,11.229,7.3925,14.609,4.9301,14.555,8.2292,20.041,25.806,15.877,7.1036,20.922,22.745,22.583,22.888,17.266,1.5009,14.093,8.6791,7.1977,0.96962,13.6,2.9467,24.427,4.5562,14.72,4.4272,1.8437,11.566,14.823,6.5268,15.962,8.249,11.618,17.776,8.4452,24.444,32.415,14.93,13.039,6.5558,19.642,2.0266,5.6637,0.82075,14.398,16.956,8.6006,16.486,6.3367,5.8294,11.147,8.5406,5.9021,13.207,17.918,3.0697,11.186,8.9686,10.788,3.3542,9.9268,4.902,6.4529,6.2042,11.551,2.6316,20.64,7.8479,10.113,2.6709,4.8749,4.2002,11.166,5.2853,6.7384,19.253,2.9999,4.287,11.945,11.638,6.3395,9.756,8.4904,7.1496,15.829,2.2435,4.0664,7.4288,10.303,5.8043,8.5699,3.714,8.3788,9.4499,6.1872,18.788,13.424,3.8138,9.1381,15.082,2.9797,1.327,2.1411,9.8785,8.7259,7.9456,11.157,1.7251,5.909,0.54076,16.146,6.3854,10.624,0.72009
3.8951,3.2934,6.6339,4.8776,8.4841,4.9313,8.5171,10.908,5.2969,4.489,0.93891,13.735,8.0283,8.5253,11.037,6.7567,2.516,10.87,6.5054,12.069,10.241,14.467,12.948,5.0326,13.395,12.635,3.9669,5.7816,6.471,5.3279,2.307,9.075,13.359,15.917,11.237,3.1658,7.5897,13.07,10.785,5.0485,3.3275,13.596,9.3675,6.2371,12.35,12.75,12.323,9.2658,6.5942,13.68,11.036,10.9,2.6821,10.13,3.4379,7.7824,19.852,8.5103,17.224,9.9376,8.0482,11.721,6.5558,11.613,9.2588,17.226,9.8957,2.4894,5.5301,1.5348,19.781,23.318,18.698,19.369,20.217,5.2136,6.0276,6.4187,12.209,2.1493,2.7216,4.4667,10.884,14.483,13.641,8.9777,10.969,10.652,21.49,20.999,20.212,12.097,5.58,24.273,14.352,10.035,15.907,7.5401,28.381,8.7316,15.953,3.4518,11.152,15.986,4.5499,10.453,14.668,17.76,1.9042,5.3435,16.151,8.07,10.449,3.2321,4.9845,15.597,11.479,13.166,6.0782,12.124,7.1418,12.37,6.8435,9.0485,4.2536,9.4085,4.7828,12.998,21.081,10.546,14.578,20.003,6.6614,12.573,14.85,8.6255,15.988,10.013,7.4324,1.8861,23.696,9.4258,3.2353,17.009,14.655,11.144,2.4941,11.362,3.5893,21.353,20.871,6.8261,18.592,3.1906,10.136,9.9622,15.832,14.714,16.691,7.0635,25.246,16.044,7.8041,6.8482,5.9244,19.024,9.4538,5.6836,23.48,5.6273,3.3362,20.858,24.408,10.696,19.211,6.0399,8.1125,6.8471,7.9883,10.105,14.758,6.6776,11.341,13.805,4.0182,19.593,10.239,16.654,15.081,5.1471,7.6022,7.161,8.6748,11.261,5.3595,3.7721,2.7199,11.247,6.2099,6.5593,12.575,8.0382,7.427,9.2615,9.3937,8.89,11.899,13.476,2.08,6.2365,13.088,15.077,10.084,13.286,4.3253,6.0985,10.748,8.0008,4.363,16.008,5.3868,5.4546,15.556,9.5707,12.688,19.248,1.9659,2.8238,8.3943,10.713,6.7061,11.856,15.221,6.1208,6.603,8.5545,6.7596,4.0074,3.9695,13.663,12.099,2.7811,11.482,4.6983,12.895,12.224,6.4879,13.726,7.3088,12.406,4.5868,23.45,6.8479,4.2005,3.7674,2.8217
19.178,13.759,18.313,4.7405,11.453,11.503,11.273,9.293,8.057,5.8364,5.1691,5.2681,13.194,7.7945,5.8306,25.657,8.3032,19.344,9.5251,4.2045,8.375,9.4107,4.288,5.9403,9.1816,10.882,16.726,5.5751,3.1368,4.2255,14.64,4.5866,8.1511,10.999,27.296,11.808,4.4749,5.7753,13.276,5.1451,12.368,2.104,12.432,1.8401,8.0812,3.3664,8.6171,5.6902,4.658,6.94,9.9813,6.6435,11.532,12.657,4.5236,5.972,8.7206,10.224,21.583,6.2467,7.6705,6.6783,11.597,3.4532,13.251,8.2677,8.7363,14.373,4.6137,2.2446,5.8908,18.447,3.4311,4.3336,20.46,17.299,21.482,14.515,16.299,1.997,13.109,18.372,18.379,9.5255,10.365,23.832,13.858,19.623,7.2746,12.044,14.87,9.2118,5.6612,14.113,10.575,17.326,2.466,18.21,20.837,0.69447,0.10755,9.9136,20.198,17.319,31.699,6.1465,20.704,17.923,23.785,9.1227,16.847,31.891,3.1318,15.579,7.5341,19.667,16.468,19.909,6.8473,12.723,5.022,4.2885,2.591,23.54,8.9587,6.4607,7.6033,13.052,10.768,12.347,17.633,7.876,13.383,16.438,6.9804,21.789,20.651,8.5995,21.282,6.4941,16.326,6.0953,4.2626,14.835,1.2287,18.631,8.2259,12.53,5.0113,16.689,17.628,25.798,11.589,9.3014,10.16,12.786,17.652,5.323,23.403,19.281,17.109,9.5609,5.4165,9.1672,9.8701,6.0965,9.8654,15.771,17.499,17.831,6.5073,20.989,12.499,13.663,19.645,17.274,20.353,18.71,25.29,10.222,12.964,13.428,4.8721,3.6658,7.5239,8.4987,9.5094,11.164,4.5675,11.101,15.164,8.9594,16.02,19.138,8.5253,14.21,14.516,13.55,15.486,5.31,15.458,9.7344,11.611,5.9583,9.3019,6.2698,10.994,9.2273,9.0022,8.3696,8.4149,17.937,9.1512,12.886,10.365,5.2354,11.348,9.3693,9.1038,3.4562,5.0685,4.6806,2.3517,2.9746,8.3048,5.4584,4.0894,11.164,13.563,2.7336,6.2647,7.6506,12.739,7.5115,12.279,4.2307,4.8875,3.3084,4.3289,6.4725,10.638,7.5022,7.0281,5.4392,3.2785,4.7432,7.3364,2.8935,13.735,9.5853,6.4697,0.93034,13.746,8.8948,12.356,5.6389
7.713,8.2468,7.2419,9.0768,9.854,5.5313,5.0147,9.6522,12.647,2.8548,4.4447,9.3701,11.651,1.912,18.454,8.1985,5.7546,8.778,11.674,8.7598,12.967,13.144,2.9959,7.2275,6.6343,16.497,1.7677,9.2436,6.5659,15.147,8.3023,8.7803,7.0561,12.166,2.6007,4.2615,7.0572,10.103,8.5932,18.334,3.6088,3.1384,5.0525,4.2066,9.6316,8.0116,6.7348,18.294,12.261,2.6976,9.0692,11.218,14.098,27.2,10.087,0.90076,4.2424,4.73,3.1216,9.0074,14.157,5.5015,3.2821,5.536,24.303,19.269,10.92,4.2982,3.4089,3.7282,21.91,18.36,1.461,23.707,19.295,17.054,7.5868,12.099,17.043,6.5173,21.989,12.552,6.8075,1.8019,10.415,5.269,7.1137,2.8266,3.7204,22.554,23.44,9.4836,25.672,6.6865,20.97,19.698,6.0871,23.619,8.5626,12.232,19.976,7.5815,1.3251,18.004,8.8549,10.515,15.361,16.425,14.092,4.3649,14.402,16.067,20.559,4.4181,15.588,21.971,12.616,17.789,13.738,13.142,30.715,13.329,13.434,14.012,0.78932,25.264,3.4517,29.205,17.745,10.609,13.644,2.2048,3.3058,16.288,20.121,27.399,15.151,22.901,8.0296,17.534,2.3377,11.104,8.0933,38.857,12.184,13.184,7.6025,15.792,13.012,23.154,13.598,16.897,12.553,16.309,3.4503,4.2695,18.738,6.1918,8.766,12.016,15.699,3.0994,9.8621,29.572,18.073,15.742,3.9449,4.7318,6.6003,3.8439,20.495,19.152,19.743,2.9961,0.7799,9.4792,12.683,28.085,12.263,19.131,10.175,3.1764,23.141,15.772,9.3665,3.5944,5.4185,18.848,6.7653,4.7421,21.504,7.3923,2.291,3.4747,5.4683,26.747,8.7087,3.0458,28.035,4.8918,11.932,5.6362,10.868,8.7225,9.1214,14.298,17.856,9.0621,8.2843,5.2328,4.9999,6.577,3.7642,10.171,2.3665,3.9076,10.489,6.1094,13.22,3.0441,10.074,9.7258,4.9008,5.5353,12.691,6.4977,4.7672,5.2761,7.5823,12.649,5.0825,10.43,9.5058,4.66,1.2986,14.747,4.9903,6.8715,12.468,20.279,3.4632,5.3705,5.2633,4.5316,5.9196,4.7469,7.2116,20.246,3.7247,12.479,1.9134,3.9438,6.4827,8.1637,4.1664,14.027
13.513,14.074,3.1433,11.944,8.4963,7.2258,3.7004,8.0697,5.9128,7.4276,8.592,7.1486,15.71,6.4889,16.721,7.0312,3.879,12.836,14.386,6.0621,2.6162,9.4083,9.7849,13.217,4.4127,9.9699,9.0357,10.317,4.3084,9.5678,9.8672,2.3822,10.431,13.071,6.5252,19.541,11.294,5.428,4.767,5.2538,11.267,9.0946,7.2442,9.2943,9.7457,15.036,11.131,8.01,16.714,8.0925,11.622,7.1482,3.711,12.558,1.0091,9.033,3.8994,6.0153,19.016,17.165,11.853,9.5126,14.602,12.311,8.5291,2.1022,11.641,6.7338,19.505,6.8426,28.084,1.0196,6.2857,5.1074,14.116,17.475,6.7814,8.0616,15.107,10.7,16.232,10.161,3.2538,7.8308,16.584,11.414,14.002,22.689,22.362,22.718,6.093,26.638,4.8153,8.33,10.522,14.048,9.391,6.7213,18.703,7.331,13.959,11.085,12.785,15.638,11.113,10.578,4.9465,8.6046,34.109,14.112,4.3232,9.191,6.4593,11.027,32.291,5.4994,17.461,17.522,17.752,18.934,11.193,10.577,10.602,27.777,18.882,7.0771,30.653,18.024,17.185,15.023,25.653,3.353,16.009,9.62,22.867,10.752,20.411,6.849,27.816,25.647,14.577,7.1725,19.039,1.9618,10.698,12.842,19.174,11.312,14.407,8.0424,18.654,20.848,7.9667,21.43,12.112,14.758,2.7638,13.88,17.274,9.5887,21.456,16.111,6.6254,14.786,15.044,18.317,7.839,29.809,13.847,19.109,10.822,11.103,12.953,30.69,3.0768,2.229,5.6516,17.161,16.52,10.328,12.401,9.6678,12.635,7.5321,38.015,7.1782,13.142,15.473,2.5766,12.573,9.6042,19.308,11.955,2.8848,9.4784,13.215,5.4201,8.6533,10.787,10.534,13.461,17.157,14.353,17.216,4.8993,7.8261,13.632,17.582,5.986,4.5925,17.579,8.7519,14.554,9.6106,8.0007,15.722,10.83,15.057,13.139,0.90734,11.389,5.4501,10.036,11.541,7.6504,15.302,11.958,7.6628,4.0657,10.959,7.7867,8.555,7.3588,5.6829,5.5357,9.487,4.1396,4.0013,18.56,7.4803,6.5514,18.733,3.6008,12.409,3.3626,8.922,5.0701,7.8435,16.161,4.534,3.8278,6.0575,7.9673,3.2354,0.95872,8.4645
